Type	chromsome	Start	End	q-value	G-score	average amplitude	frequency
Amp	9	127672500	128127500	0.15657	0.238763	0.262045	0.416667
Amp	9	128132500	128202500	0.328749	0.372127	0.389336	0.416667
Amp	9	128207500	128707500	0.133141	0.20287	0.279612	0.333333
Amp	9	128712500	130137500	0.210438	0.326235	0.355938	0.416667
Amp	9	130142500	133582500	0.451188	0.488645	0.426395	0.5
Amp	9	133587500	133737500	0.375817	0.389667	0.34767	0.5
Amp	9	133742500	133997500	0.471206	0.55379	0.478211	0.5
Amp	9	134002500	134102500	0.375817	0.389667	0.335585	0.5
Amp	9	134107500	134752500	0.451188	0.500409	0.435778	0.5
Amp	9	134757500	134997500	0.375817	0.389667	0.347695	0.5
Amp	9	135002500	135127500	0.471206	0.552421	0.477148	0.5
Amp	9	135132500	135912500	0.400228	0.426558	0.377038	0.5
Amp	9	135917500	138932500	0.471206	0.523878	0.454507	0.5
Amp	9	138937500	140512500	0.471206	0.59192	0.508564	0.5
Amp	9	140517500	141152500	0.400228	0.450009	0.39569	0.5
Amp	10	62500	6157500	0	0	0.184095	0.083333
Amp	10	6162500	6277500	0	0.125196	0.781571	0.083333
Amp	10	6282500	31007500	0	0	0.100126	0.083333
Amp	10	31012500	31137500	0	0.11176	0.568454	0.083333
Amp	10	31142500	38767500	0	0	0	0
Amp	10	38772500	38887500	0	0.131148	0.625878	0.083333
Amp	10	38892500	39072500	0	0	0	0
Amp	10	39077500	42377500	0.257794	0.346372	0.561172	0.25
Amp	10	42382500	43422500	0	0	0	0
Amp	10	43427500	43632500	0	0.117876	0.659214	0.083333
Amp	10	43637500	43682500	0	0	0	0
Amp	10	43687500	43967500	0.010686	0.147516	0.739096	0.083333
Amp	10	43972500	45442500	0	0	0	0
Amp	10	45447500	45497500	0	0.066877	0.319156	0.083333
Amp	10	45502500	69907500	0	0	0	0
Amp	10	69912500	71072500	0	0.073803	0.414292	0.083333
Amp	10	71077500	72542500	0	0.123054	0.324665	0.166667
Amp	10	72547500	72627500	0	0.04925	0.235039	0.083333
Amp	10	72632500	72877500	0	0.131021	0.388058	0.166667
Amp	10	72882500	73847500	0.077169	0.169895	0.480817	0.166667
Amp	10	73852500	73992500	0	0	0.15084	0.083333
Amp	10	73997500	74117500	0.111999	0.19477	0.540173	0.166667
Amp	10	74122500	74137500	0	0.125496	0.749749	0.083333
Amp	10	74142500	80707500	0	0	0.107452	0.083333
Amp	10	80712500	81292500	0	0.102695	0.298773	0.166667
Amp	10	81297500	85932500	0	0	0.107452	0.083333
Amp	10	85937500	86022500	0	0.108098	0.623331	0.083333
Amp	10	86027500	87817500	0	0	0	0
Amp	10	87822500	88397500	0	0.069505	0.462801	0.083333
Amp	10	88402500	88402500	0.010686	0.153477	0.448123	0.166667
Amp	10	88407500	88472500	0.169382	0.284988	0.761929	0.166667
Amp	10	88477500	88477500	0	0.083972	0.282274	0.166667
Amp	10	88482500	88687500	0	0	0.131103	0.083333
Amp	10	88692500	88732500	0	0.13513	0.775985	0.083333
Amp	10	88737500	89817500	0	0	0.104387	0.083333
Amp	10	89822500	89877500	0	0.102338	0.310379	0.166667
Amp	10	89882500	103307500	0	0	0.104387	0.083333
Amp	10	103312500	103422500	0	0.097129	0.56792	0.083333
Amp	10	103427500	103467500	0	0	0	0
Amp	10	103472500	105727500	0	0.085595	0.443586	0.083333
Amp	10	105732500	105777500	0	0	0	0
Amp	10	105782500	105822500	0	0.089585	0.46263	0.083333
Amp	10	105827500	106052500	0	0	0	0
Amp	10	106057500	106097500	0	0.111946	0.569344	0.083333
Amp	10	106102500	111897500	0	0	0	0
Amp	10	111902500	111987500	0	0.071662	0.377096	0.083333
Amp	10	111992500	112082500	0	0	0	0
Amp	10	112087500	112632500	0	0.0566	0.305213	0.083333
Amp	10	112637500	115677500	0	0	0	0
Amp	10	115682500	116707500	0	0.028742	0.172265	0.083333
Amp	10	116712500	117717500	0	0	0	0
Amp	10	117722500	119287500	0	0.038886	0.220678	0.083333
Amp	10	119292500	119342500	0	0.115699	0.293626	0.166667
Amp	10	119347500	126202500	0	0.038886	0.220678	0.083333
Amp	10	126207500	126427500	0.039341	0.165978	0.844352	0.083333
Amp	10	126432500	133442500	0	0.038886	0.237829	0.083333
Amp	10	133447500	133977500	0.039341	0.159654	0.861556	0.083333
Amp	10	133982500	134197500	0.169382	0.281907	0.722494	0.166667
Amp	10	134202500	134282500	0.362576	0.385664	0.655506	0.25
Amp	10	134287500	135292500	0.169382	0.281907	0.722494	0.166667
Amp	10	135297500	135522500	0.039341	0.161139	0.434322	0.166667
Amp	11	62500	172500	0.169382	0.280945	0.268152	0.416667
Amp	11	177500	197500	0.15657	0.233078	0.278081	0.333333
Amp	11	202500	257500	0.15657	0.23189	0.38168	0.25
Amp	11	262500	272500	0.375817	0.394355	0.640126	0.25
Amp	11	277500	762500	0.471206	0.586934	0.971866	0.25
Amp	11	767500	907500	0.805823	0.685088	1.145881	0.25
Amp	11	912500	912500	0.456312	0.522622	0.874639	0.25
Amp	11	917500	927500	0.400228	0.424468	0.718498	0.25
Amp	11	932500	1137500	0.328749	0.373044	0.636695	0.25
Amp	11	1142500	1317500	0.383658	0.410926	0.696957	0.25
Amp	11	1322500	1932500	0.257794	0.350872	0.601423	0.25
Amp	11	1937500	2057500	0.362576	0.380831	0.649081	0.25
Amp	11	2062500	2102500	0.169382	0.291826	0.73443	0.166667
Amp	11	2107500	2112500	0.210438	0.33099	0.827882	0.166667
Amp	11	2117500	2237500	0.375817	0.397361	0.657503	0.25
Amp	11	2242500	2607500	0.210438	0.327992	0.547153	0.25
Amp	11	2612500	2612500	0.169382	0.261621	0.624269	0.166667
Amp	11	2617500	2667500	0	0.126893	0.605572	0.083333
Amp	11	2672500	2682500	0.15657	0.236248	0.563726	0.166667
Amp	11	2687500	3252500	0.362576	0.386069	0.634223	0.25
Amp	11	3257500	3262500	0.15657	0.236248	0.563726	0.166667
Amp	11	3267500	3937500	0	0.126893	0.605572	0.083333
Amp	11	3942500	8022500	0	0	0	0
Amp	11	8027500	8027500	0	0.089823	0.488886	0.083333
Amp	11	8032500	8117500	0.077169	0.169027	0.446412	0.166667
Amp	11	8122500	8127500	0	0.089823	0.488886	0.083333
Amp	11	8132500	8207500	0	0	0	0
Amp	11	8212500	8217500	0	0.129814	0.619516	0.083333
Amp	11	8222500	8382500	0.15657	0.239982	0.610919	0.166667
Amp	11	8387500	8397500	0	0.129814	0.619516	0.083333
Amp	11	8402500	9222500	0	0.027379	0.130659	0.083333
Amp	11	9227500	9682500	0	0.113594	0.271054	0.166667
Amp	11	9687500	12262500	0	0.027379	0.130659	0.083333
Amp	11	12267500	12312500	0	0.140997	0.374724	0.166667
Amp	11	12317500	18707500	0	0.027379	0.130659	0.083333
Amp	11	18712500	18802500	0.010686	0.152767	0.729052	0.083333
Amp	11	18807500	19202500	0	0	0	0
Amp	11	19207500	20707500	0	0.063119	0.301222	0.083333
Amp	11	20712500	31792500	0	0	0	0
Amp	11	31797500	31842500	0	0.084178	0.479587	0.083333
Amp	11	31847500	43252500	0	0	0	0
Amp	11	43257500	43507500	0	0.04095	0.195425	0.083333
Amp	11	43512500	43607500	0	0.119553	0.285272	0.166667
Amp	11	43612500	43937500	0	0.04095	0.195425	0.083333
Amp	11	43942500	44107500	0	0.133996	0.320014	0.166667
Amp	11	44112500	44272500	0	0.04095	0.195425	0.083333
Amp	11	44277500	45952500	0.010686	0.155152	0.380249	0.166667
Amp	11	45957500	46277500	0	0.04095	0.195425	0.083333
Amp	11	46282500	46442500	0.169382	0.253006	0.613744	0.166667
Amp	11	46447500	47182500	0	0.124013	0.305946	0.166667
Amp	11	47187500	48002500	0.154842	0.217353	0.352448	0.25
Amp	11	48007500	48172500	0	0.124013	0.305946	0.166667
Amp	11	48177500	48202500	0	0.083063	0.416468	0.083333
Amp	11	48207500	56867500	0	0	0	0
Amp	11	56872500	56907500	0	0.03336	0.159205	0.083333
Amp	11	56912500	57197500	0.039341	0.158892	0.379141	0.166667
Amp	11	57202500	57432500	0.154842	0.228572	0.363607	0.25
Amp	11	57437500	57522500	0	0.10304	0.245871	0.166667
Amp	11	57527500	57592500	0	0.03336	0.159205	0.083333
Amp	11	57597500	60467500	0	0	0	0
Amp	11	60472500	60472500	0	0.052176	0.297237	0.083333
Amp	11	60477500	60612500	0.039341	0.163644	0.467304	0.166667
Amp	11	60617500	62327500	0.15657	0.247658	0.445183	0.25
Amp	11	62332500	62592500	0.328749	0.374598	0.631036	0.25
Amp	11	62597500	62792500	0.111999	0.195313	0.345836	0.25
Amp	11	62797500	62802500	0	0.083845	0.168515	0.25
Amp	11	62807500	63222500	0	0.03167	0.128273	0.166667
Amp	11	63227500	63522500	0	0.115509	0.218885	0.25
Amp	11	63527500	63992500	0.400228	0.427717	0.715537	0.25
Amp	11	63997500	64077500	0.456312	0.514847	0.648382	0.333333
Amp	11	64082500	65837500	0.400228	0.427717	0.715537	0.25
Amp	11	65842500	65972500	0.169382	0.279778	0.667595	0.166667
Amp	11	65977500	66512500	0.383658	0.414564	0.699055	0.25
Amp	11	66517500	66517500	0.169382	0.279778	0.48464	0.25
Amp	11	66522500	66597500	0.111999	0.195938	0.526905	0.166667
Amp	11	66602500	66607500	0.169382	0.263388	0.458567	0.25
Amp	11	66612500	66892500	0.375817	0.406398	0.687582	0.25
Amp	11	66897500	66897500	0.169382	0.263388	0.460086	0.25
Amp	11	66902500	67012500	0.111999	0.195938	0.529184	0.166667
Amp	11	67017500	67017500	0.169382	0.304427	0.788055	0.166667
Amp	11	67022500	67082500	0.400228	0.448656	0.754807	0.25
Amp	11	67087500	67282500	0.400228	0.426825	0.720078	0.25
Amp	11	67287500	67322500	0.169382	0.304427	0.788055	0.166667
Amp	11	67327500	68232500	0.077169	0.172276	0.472721	0.166667
Amp	11	68237500	68392500	0	0.063787	0.304414	0.083333
Amp	11	68397500	71552500	0	0.140237	0.4636	0.166667
Amp	11	71557500	72282500	0	0.063787	0.281179	0.166667
Amp	11	72287500	72542500	0.133141	0.207127	0.62321	0.166667
Amp	11	72547500	74377500	0	0.063787	0.24128	0.166667
Amp	11	74382500	74442500	0.077169	0.170415	0.49571	0.166667
Amp	11	74447500	74837500	0	0.063787	0.203671	0.166667
Amp	11	74842500	75532500	0.077169	0.173138	0.4646	0.166667
Amp	11	75537500	75847500	0	0.063787	0.304414	0.083333
Amp	11	75852500	76047500	0.15657	0.242613	0.59154	0.166667
Amp	11	76052500	76282500	0	0.063787	0.304414	0.083333
Amp	11	76287500	76517500	0.111999	0.191248	0.468974	0.166667
Amp	11	76522500	76732500	0	0.063787	0.304414	0.083333
Amp	11	76737500	76922500	0.15657	0.238693	0.569561	0.166667
Amp	11	76927500	78012500	0	0.101433	0.242035	0.166667
Amp	11	78017500	78602500	0	0.037645	0.179655	0.083333
Amp	11	78607500	118762500	0	0	0	0
Amp	11	118767500	118982500	0	0.067627	0.363631	0.083333
Amp	11	118987500	133782500	0	0	0	0
Amp	11	133787500	133827500	0	0.115418	0.591702	0.083333
Amp	11	133832500	134947500	0	0.036899	0.216987	0.083333
Amp	12	62500	342500	0.451188	0.492358	0.318564	0.666667
Amp	12	347500	352500	0.362576	0.385016	0.250143	0.666667
Amp	12	357500	487500	0.169382	0.258237	0.199445	0.583333
Amp	12	492500	502500	0.039341	0.162151	0.155033	0.5
Amp	12	507500	637500	0.169382	0.26434	0.202554	0.583333
Amp	12	642500	692500	0.375817	0.395331	0.302884	0.583333
Amp	12	697500	827500	0.169382	0.26434	0.21358	0.583333
Amp	12	832500	1567500	0.039341	0.162151	0.167897	0.5
Amp	12	1572500	1797500	0.169382	0.260596	0.211028	0.583333
Amp	12	1802500	1887500	0.039341	0.162151	0.167897	0.5
Amp	12	1892500	1897500	0.169382	0.27382	0.220043	0.583333
Amp	12	1902500	1952500	0.375817	0.402858	0.308016	0.583333
Amp	12	1957500	2067500	0.175808	0.31586	0.248704	0.583333
Amp	12	2072500	2112500	0.133141	0.204192	0.201336	0.5
Amp	12	2117500	3297500	0.169382	0.293252	0.233291	0.583333
Amp	12	3302500	3432500	0.375817	0.400089	0.31805	0.583333
Amp	12	3437500	3867500	0.169382	0.293252	0.245213	0.583333
Amp	12	3872500	4562500	0.154842	0.229614	0.208692	0.5
Amp	12	4567500	4667500	0	0.140553	0.165425	0.416667
Amp	12	4672500	6582500	0.154842	0.221161	0.201969	0.5
Amp	12	6587500	7102500	0.257794	0.353504	0.307232	0.5
Amp	12	7107500	7312500	0.097697	0.187425	0.210162	0.416667
Amp	12	7317500	8572500	0	0.106817	0.166531	0.333333
Amp	12	8577500	9627500	0	0.072954	0.168174	0.25
Amp	12	9632500	9632500	0.010686	0.150307	0.291225	0.25
Amp	12	9642500	9662500	0	0.120172	0.357846	0.166667
Amp	12	9667500	9727500	0	0.098499	0.612263	0.083333
Amp	12	9732500	34437500	0	0	0	0
Amp	12	34442500	34477500	0.15657	0.243746	0.652713	0.166667
Amp	12	34482500	34557500	0.456312	0.523636	0.666261	0.333333
Amp	12	34562500	42277500	0	0	0.142193	0.083333
Amp	12	42282500	42337500	0	0.063353	0.222266	0.166667
Amp	12	42342500	47207500	0	0	0.142193	0.083333
Amp	12	47212500	48092500	0	0.075542	0.251353	0.166667
Amp	12	48097500	48607500	0.039341	0.163266	0.307117	0.25
Amp	12	48612500	49092500	0	0.075542	0.251353	0.166667
Amp	12	49097500	49157500	0	0.138126	0.28654	0.25
Amp	12	49162500	53617500	0.133141	0.201847	0.290929	0.333333
Amp	12	53622500	53817500	0.175808	0.316003	0.427126	0.333333
Amp	12	53822500	54827500	0.133141	0.201847	0.276368	0.333333
Amp	12	54832500	55047500	0	0.139263	0.268933	0.25
Amp	12	55052500	55467500	0	0.063721	0.223144	0.166667
Amp	12	55472500	55992500	0	0	0.142193	0.083333
Amp	12	55997500	56017500	0	0.097405	0.303522	0.166667
Amp	12	56022500	56042500	0	0.142985	0.289995	0.25
Amp	12	56047500	57517500	0.169382	0.258938	0.355838	0.333333
Amp	12	57522500	57587500	0.383658	0.412155	0.540307	0.333333
Amp	12	57592500	57637500	0.471206	0.56102	0.717914	0.333333
Amp	12	57642500	57782500	0.154842	0.213359	0.389027	0.25
Amp	12	57787500	57817500	0.210438	0.329048	0.44559	0.333333
Amp	12	57822500	57867500	0.383658	0.415389	0.459905	0.416667
Amp	12	57872500	57912500	0.169382	0.2997	0.421062	0.333333
Amp	12	57917500	58027500	0.400228	0.42277	0.466949	0.416667
Amp	12	58032500	58107500	0.223284	0.336428	0.38454	0.416667
Amp	12	58112500	58167500	0.407533	0.476882	0.518598	0.416667
Amp	12	58172500	58312500	0.169382	0.270557	0.386291	0.333333
Amp	12	58317500	58317500	0.077169	0.173151	0.357881	0.25
Amp	12	58322500	58357500	0	0.057198	0.260139	0.166667
Amp	12	58362500	62987500	0	0	0.142193	0.083333
Amp	12	62992500	63352500	0	0.060651	0.215821	0.166667
Amp	12	63357500	69152500	0	0	0.142193	0.083333
Amp	12	69157500	69202500	0	0.081648	0.265922	0.166667
Amp	12	69207500	69972500	0	0	0.142193	0.083333
Amp	12	69977500	70022500	0.010686	0.14793	0.433717	0.166667
Amp	12	70027500	89097500	0	0	0.142193	0.083333
Amp	12	89102500	96602500	0	0.024141	0.128701	0.166667
Amp	12	96607500	96647500	0	0.105807	0.24813	0.25
Amp	12	96652500	111707500	0	0.024141	0.128701	0.166667
Amp	12	111712500	111827500	0.133141	0.205006	0.373515	0.25
Amp	12	111832500	111887500	0.169382	0.290369	0.40921	0.333333
Amp	12	111892500	111902500	0.077169	0.177628	0.274702	0.333333
Amp	12	111907500	116387500	0	0.092265	0.172857	0.333333
Amp	12	116392500	116712500	0	0.024141	0.123557	0.25
Amp	12	116717500	120522500	0	0.106171	0.190536	0.333333
Amp	12	120527500	122172500	0.15657	0.240035	0.281698	0.416667
Amp	12	122177500	122267500	0.257794	0.354525	0.395961	0.416667
Amp	12	122272500	123322500	0.15657	0.240035	0.286685	0.416667
Amp	12	123327500	123637500	0.175808	0.32455	0.367351	0.416667
Amp	12	123642500	123732500	0.15657	0.240035	0.323805	0.333333
Amp	12	123737500	124757500	0.169382	0.262491	0.298824	0.416667
Amp	12	124762500	125512500	0.223284	0.344649	0.37724	0.416667
Amp	12	125517500	125767500	0.154842	0.210785	0.309965	0.333333
Amp	12	125772500	127587500	0	0.106171	0.216292	0.25
Amp	12	127592500	130442500	0	0.128328	0.251539	0.25
Amp	12	130447500	132057500	0.077169	0.173024	0.24198	0.333333
Amp	12	132062500	132307500	0.175808	0.321427	0.336729	0.416667
Amp	12	132312500	132417500	0.407533	0.475225	0.499602	0.416667
Amp	12	132422500	132617500	0.175808	0.321427	0.352808	0.416667
Amp	12	132622500	133487500	0.400228	0.452162	0.477589	0.416667
Amp	12	133492500	133752500	0.169382	0.272552	0.29008	0.416667
Amp	12	133757500	133842500	0.328749	0.370289	0.324596	0.5
Amp	13	19022500	19707500	0	0	0.670625	0.166667
Amp	13	19712500	19767500	0	0.109414	0.511548	0.333333
Amp	13	19772500	52352500	0	0	0.480567	0.25
Amp	13	52357500	53997500	0	0.02181	0.409669	0.333333
Amp	13	54002500	57707500	0	0	0.656902	0.166667
Amp	13	57712500	57752500	0	0.075894	0.566054	0.25
Amp	13	57777500	100032500	0	0	0.656902	0.166667
Amp	13	100037500	100077500	0	0.138779	0.983292	0.166667
Amp	13	100082500	107167500	0	0	0.652143	0.166667
Amp	13	107172500	107222500	0	0.081403	0.588915	0.25
Amp	13	107227500	111092500	0	0	0.652143	0.166667
Amp	13	111097500	111177500	0	0.091287	0.587367	0.25
Amp	13	111182500	111332500	0.175808	0.32368	0.736283	0.333333
Amp	13	111337500	113912500	0	0.140713	0.517988	0.333333
Amp	13	113917500	115107500	0.362576	0.381265	0.823017	0.333333
Amp	14	19002500	19067500	0	0.043379	0.390329	0.25
Amp	14	19072500	19197500	0	0	0.481983	0.166667
Amp	14	19202500	19317500	0	0.090883	0.47981	0.25
Amp	14	19322500	21512500	0	0	0.667622	0.166667
Amp	14	21517500	21527500	0	0.096846	0.513605	0.333333
Amp	14	21532500	21572500	0.154842	0.229146	0.55191	0.416667
Amp	14	21577500	21582500	0	0.120082	0.447813	0.416667
Amp	14	21587500	22352500	0	0.023236	0.422663	0.333333
Amp	14	22357500	22467500	0.039341	0.157631	0.479795	0.416667
Amp	14	22472500	22622500	0.169382	0.262611	0.486589	0.5
Amp	14	22627500	22842500	0.456312	0.522727	0.597139	0.583333
Amp	14	22847500	22897500	0.471206	0.593718	0.575625	0.666667
Amp	14	22902500	22962500	0.769489	0.675617	0.555305	0.75
Amp	14	22967500	22972500	0.471206	0.593718	0.575625	0.666667
Amp	14	22977500	22977500	0.400228	0.458462	0.562919	0.583333
Amp	14	22982500	22992500	0.133141	0.199206	0.439373	0.5
Amp	14	22997500	23077500	0	0.094227	0.423135	0.416667
Amp	14	23082500	23282500	0	0.023236	0.422663	0.333333
Amp	14	23287500	23652500	0	0.109528	0.437739	0.416667
Amp	14	23657500	23712500	0	0.023236	0.422663	0.333333
Amp	14	23717500	23812500	0	0.108803	0.437047	0.416667
Amp	14	23817500	23907500	0.15657	0.234532	0.569304	0.416667
Amp	14	23912500	23972500	0	0.108803	0.4493	0.416667
Amp	14	23977500	24052500	0.154842	0.22624	0.56139	0.416667
Amp	14	24057500	24057500	0	0.108803	0.430644	0.416667
Amp	14	24062500	24497500	0	0.023236	0.414658	0.333333
Amp	14	24502500	24502500	0	0.136617	0.549931	0.333333
Amp	14	24507500	24907500	0.169382	0.258731	0.573745	0.416667
Amp	14	24912500	24912500	0	0.122114	0.543751	0.333333
Amp	14	24917500	64027500	0	0	0.502001	0.25
Amp	14	64032500	64127500	0.039341	0.162863	0.781384	0.25
Amp	14	64132500	65132500	0	0.043247	0.591101	0.25
Amp	14	65137500	65287500	0.010686	0.156634	0.608913	0.333333
Amp	14	65292500	69402500	0	0.043247	0.473633	0.333333
Amp	14	69407500	69447500	0.010686	0.152358	0.603812	0.333333
Amp	14	69452500	72922500	0	0.043247	0.470226	0.333333
Amp	14	72927500	73017500	0	0.121844	0.566195	0.333333
Amp	14	73022500	73372500	0	0.143416	0.591931	0.333333
Amp	14	73377500	74172500	0	0.043247	0.472421	0.333333
Amp	14	74177500	74227500	0.010686	0.147344	0.596618	0.333333
Amp	14	74232500	90882500	0	0.043247	0.591101	0.25
Amp	14	90887500	91317500	0.010686	0.151724	0.572748	0.333333
Amp	14	91322500	91497500	0	0.043247	0.591101	0.25
Amp	14	91502500	91882500	0.039341	0.161501	0.597615	0.333333
Amp	14	91887500	92637500	0	0.043247	0.591101	0.25
Amp	14	92642500	93712500	0.010686	0.148913	0.582597	0.333333
Amp	14	93717500	94162500	0	0.043247	0.591101	0.25
Amp	14	94167500	94642500	0.010686	0.154106	0.57559	0.333333
Amp	14	94647500	94747500	0	0.043247	0.591101	0.25
Amp	14	94752500	95547500	0	0.123647	0.53925	0.333333
Amp	14	95552500	95617500	0	0.043247	0.591101	0.25
Amp	14	95622500	96502500	0	0.134389	0.552067	0.333333
Amp	14	96507500	96572500	0.169382	0.26557	0.584107	0.416667
Amp	14	96577500	96742500	0	0.134389	0.552067	0.333333
Amp	14	96747500	96852500	0	0.043247	0.591101	0.25
Amp	14	96857500	96972500	0	0.11046	0.523517	0.333333
Amp	14	96977500	97042500	0	0.043247	0.591101	0.25
Amp	14	97047500	97107500	0.039341	0.164267	0.587713	0.333333
Amp	14	97112500	97267500	0	0.104603	0.516529	0.333333
Amp	14	97272500	97347500	0	0.043247	0.591101	0.25
Amp	14	97352500	99967500	0	0.075917	0.482305	0.333333
Amp	14	99972500	99977500	0.111999	0.19882	0.659856	0.333333
Amp	14	99982500	100082500	0.362576	0.378311	0.716449	0.416667
Amp	14	100087500	100232500	0.15657	0.244706	0.588928	0.416667
Amp	14	100237500	100567500	0	0.121803	0.471621	0.416667
Amp	14	100572500	100742500	0.154842	0.230451	0.558368	0.416667
Amp	14	100747500	100817500	0.169382	0.273984	0.599919	0.416667
Amp	14	100822500	100992500	0	0.143565	0.475438	0.416667
Amp	14	100997500	101377500	0.169382	0.258776	0.585402	0.416667
Amp	14	101382500	101467500	0	0.089132	0.519629	0.333333
Amp	14	101472500	101957500	0.010686	0.156447	0.479953	0.416667
Amp	14	101962500	102102500	0.15657	0.250707	0.569921	0.416667
Amp	14	102107500	102147500	0	0.089132	0.519629	0.333333
Amp	14	102152500	102952500	0.111999	0.198161	0.523025	0.416667
Amp	14	102957500	103047500	0.451188	0.508227	0.841814	0.416667
Amp	14	103052500	103542500	0.223284	0.341231	0.682422	0.416667
Amp	14	103547500	103612500	0.400228	0.435379	0.772283	0.416667
Amp	14	103617500	103972500	0.175808	0.319823	0.661989	0.416667
Amp	14	103977500	104017500	0.451188	0.489337	0.82691	0.416667
Amp	14	104022500	104397500	0.175808	0.319823	0.665115	0.416667
Amp	14	104402500	104527500	0.077169	0.176753	0.52856	0.416667
Amp	14	104532500	104542500	0.210438	0.330056	0.674882	0.416667
Amp	14	104547500	105012500	0.383658	0.41037	0.764808	0.416667
Amp	14	105017500	105307500	0.456312	0.515666	0.865309	0.416667
Amp	14	105312500	105362500	0.471206	0.573872	0.92177	0.416667
Amp	14	105367500	105692500	0.456312	0.515666	0.866215	0.416667
Amp	14	105697500	106242500	0.471206	0.575668	0.780728	0.5
Amp	14	106247500	106297500	0.133141	0.208041	0.549839	0.416667
Amp	14	106302500	106402500	0.210438	0.331339	0.561392	0.5
Amp	14	106407500	106407500	0.154842	0.226548	0.553277	0.416667
Amp	14	106412500	106532500	0	0.103249	0.536809	0.333333
Amp	14	106537500	107287500	0	0.060003	0.460546	0.333333
Amp	15	20002500	20842500	0	0.032631	0.202283	0.083333
Amp	15	20847500	24672500	0	0	0.151436	0.083333
Amp	15	24677500	24717500	0.169382	0.261948	1.250099	0.083333
Amp	15	24722500	25292500	0	0	0.206256	0.083333
Amp	15	25297500	25337500	0	0.114137	0.407088	0.166667
Amp	15	25342500	25407500	0	0	0.206256	0.083333
Amp	15	25412500	25412500	0.097697	0.179577	0.531627	0.166667
Amp	15	25417500	25497500	0.210438	0.328309	0.611926	0.25
Amp	15	25502500	27837500	0.097697	0.179577	0.531627	0.166667
Amp	15	27842500	28547500	0	0.026142	0.165508	0.166667
Amp	15	28552500	30397500	0	0	0.206256	0.083333
Amp	15	30402500	30697500	0	0.090007	0.317898	0.166667
Amp	15	30702500	32677500	0	0	0.206256	0.083333
Amp	15	32682500	32732500	0.039341	0.157457	0.478845	0.166667
Amp	15	32737500	34707500	0	0	0.206256	0.083333
Amp	15	34712500	34817500	0.169382	0.306339	0.834101	0.166667
Amp	15	34822500	40327500	0	0	0.206256	0.083333
Amp	15	40332500	40452500	0	0.10217	0.370201	0.166667
Amp	15	40457500	40517500	0	0	0.206256	0.083333
Amp	15	40522500	40792500	0	0.086999	0.356661	0.166667
Amp	15	40797500	41182500	0.210438	0.327251	0.623547	0.25
Amp	15	41187500	41262500	0.451188	0.512764	0.918656	0.25
Amp	15	41267500	41912500	0.169382	0.304538	0.587415	0.25
Amp	15	41917500	42057500	0.154842	0.217539	0.62759	0.166667
Amp	15	42062500	42107500	0.223284	0.344924	0.931551	0.166667
Amp	15	42112500	42192500	0.471206	0.528738	0.97378	0.25
Amp	15	42197500	42202500	0.223284	0.344924	0.681372	0.25
Amp	15	42207500	44052500	0.154842	0.217539	0.475145	0.25
Amp	15	44057500	44287500	0	0.040082	0.192852	0.25
Amp	15	44292500	44672500	0	0	0.193636	0.166667
Amp	15	44677500	45052500	0	0.024971	0.159981	0.25
Amp	15	45057500	45262500	0.111999	0.196151	0.461551	0.25
Amp	15	45267500	45382500	0.375817	0.391158	0.778265	0.25
Amp	15	45387500	45397500	0.456312	0.513576	0.973004	0.25
Amp	15	45402500	45482500	0.865124	0.710613	1.286446	0.25
Amp	15	45487500	45492500	0.471206	0.588196	1.547053	0.166667
Amp	15	45497500	45752500	0.375817	0.391158	1.067135	0.166667
Amp	15	45757500	47002500	0.111999	0.196151	0.557928	0.166667
Amp	15	47007500	50292500	0	0	0.179758	0.083333
Amp	15	50297500	57812500	0.097697	0.18395	0.528813	0.166667
Amp	15	57817500	57857500	0.375817	0.399107	0.734079	0.25
Amp	15	57862500	65107500	0.15657	0.230825	0.466381	0.25
Amp	15	65112500	65167500	0.375817	0.395712	0.768445	0.25
Amp	15	65172500	66212500	0.169382	0.253838	0.542755	0.25
Amp	15	66217500	66467500	0.362576	0.386349	0.778546	0.25
Amp	15	66472500	72697500	0.169382	0.253838	0.567751	0.25
Amp	15	72702500	72742500	0	0.130461	0.318016	0.25
Amp	15	72747500	73607500	0.169382	0.287878	0.583502	0.25
Amp	15	73612500	73692500	0.400228	0.422296	0.797329	0.25
Amp	15	73697500	73967500	0.169382	0.287878	0.816346	0.166667
Amp	15	73972500	74012500	0.383658	0.409461	0.75316	0.25
Amp	15	74017500	75072500	0.451188	0.510445	0.709302	0.333333
Amp	15	75077500	75132500	0.723832	0.661674	0.88973	0.333333
Amp	15	75137500	75502500	0.451188	0.510445	0.697999	0.333333
Amp	15	75507500	75927500	0.400265	0.468337	0.647761	0.333333
Amp	15	75932500	76037500	0.471206	0.602506	0.807836	0.333333
Amp	15	76042500	76057500	0.451188	0.501522	0.884538	0.25
Amp	15	76062500	76062500	0.223284	0.343816	0.633663	0.25
Amp	15	76067500	76437500	0.154842	0.222233	0.637101	0.166667
Amp	15	76442500	76442500	0.375817	0.403403	1.09135	0.166667
Amp	15	76447500	76497500	0.471206	0.575678	1.017135	0.25
Amp	15	76502500	76507500	0.383658	0.416889	0.764538	0.25
Amp	15	76512500	77262500	0.15657	0.244615	0.712455	0.166667
